"Date","NO2","NO","O3","SO2","PM10","Precip","Temp","Humid","season","O3.time.event.exceedance","PM10.time.event.exceedance"
2014-06-30,45.2,94.8,93.4,NA,13,0.2,22.9,79.3,"summer",1,NA
2014-07-01,39.6,53.8,104.5,2.5,19,0,28.1,75.2,"summer",1,NA
2014-07-02,53.6,79.3,78.7,3,14,0,24.9,59.9,"summer",1,NA
2014-07-03,42.1,60.7,113.6,3.8,18,0.6,25.5,80,"summer",1,NA
2014-07-04,63.2,76.7,69.6,4.8,24,0,27.6,71.1,"summer",1,NA
2014-07-05,24.8,29.4,100.6,4.6,25,2.4,24.5,86.6,"summer",1,NA
2014-07-06,21.5,19.5,116.2,4.7,25,0,26.8,85.3,"summer",1,NA
2014-07-07,43.5,48.4,93.7,4.9,22,1.8,28.4,70.1,"summer",1,NA
2014-07-08,38.4,53.4,62.7,8.3,10,3,29,90.6,"summer",1,NA
2014-07-09,38.6,69.6,70,9.6,11,20.2,20.8,95.3,"summer",1,NA
2014-07-10,35.1,43.5,88.8,6.8,15,0.4,26.6,57.7,"summer",1,NA
2014-07-11,39.4,51.5,131.4,6.4,23,0,25.2,70.5,"summer",1,NA
2014-07-12,36.1,38.5,107.5,15.4,22,0,27,68.4,"summer",1,NA
2014-07-13,25,23.6,106,5.5,16,0,26.5,70.7,"summer",1,NA
2014-07-14,50.2,51.6,111,5.6,22,0,25.6,82.1,"summer",1,NA
2014-07-15,54.3,64.8,119.6,8.2,21,6.4,25.6,92.8,"summer",1,NA
2014-07-16,58.8,83.3,130.6,7.9,25,0,29.5,81.1,"summer",1,NA
2014-07-17,61.1,64.1,145.7,8.6,36,0,30.3,66.6,"summer",1,NA
2014-07-18,57.5,61.8,171.7,5.5,34,0,31.7,64.6,"summer",1,NA
2014-07-19,39.9,38,160.6,6.3,31,0,31.5,64.7,"summer",1,NA
2014-07-20,42.8,40.9,118.5,6.2,41,0,32.2,64.2,"summer",1,NA
2014-07-21,52.2,57.4,73.4,6.3,20,0,28.9,60.6,"summer",1,NA
2014-07-22,57,67,113,8.6,21,6.4,24.8,92.1,"summer",1,NA
2014-07-23,52.3,75,115,7.3,24,0.8,27.3,86.7,"summer",1,NA
2014-07-24,NA,NA,82.9,6,14,1.6,29.3,82.5,"summer",1,NA
2014-07-25,49.7,57.3,119,9.1,22,1.4,23.2,87.1,"summer",1,NA
2014-07-26,42,53.7,93.2,6.3,9,0,27.2,77.6,"summer",1,NA
2014-07-27,42.4,50.8,114.4,6.5,12,13.4,22.8,96.2,"summer",1,NA
2014-07-28,79.5,139.1,124.8,7.2,18,0,27,84.5,"summer",1,NA
2014-07-29,75.4,98.2,74.3,7.3,15,12.4,28.3,94,"summer",1,NA
2014-07-30,76,103.5,49,8.8,16,18,24.3,96.2,"summer",1,NA
2014-07-31,69,135.3,124.7,8.6,25,0.2,22,83.6,"summer",1,NA
2014-08-01,82.7,141.5,136.1,1.4,29,0.2,29.9,85.3,"summer",1,NA
2014-08-02,57.9,71.1,102.4,0.7,14,0,30.1,79.1,"summer",1,NA
2014-08-03,36.5,50.3,90.2,0.6,11,0.8,27.9,79.2,"summer",1,NA
2014-08-04,46.8,90.4,94.4,1.3,16,0.8,24.9,79.8,"summer",1,NA
2014-08-05,66.9,124.3,121.7,1.9,16,0.2,28.3,78.4,"summer",1,NA
2014-08-06,63.7,117.1,118.4,1.2,19,0,28.6,76.8,"summer",1,NA
2014-08-07,72,83.3,147.8,1.8,23,0,28.1,74.4,"summer",1,NA
2014-08-08,59.4,80.8,146.7,1.5,22,0,29.1,65.7,"summer",1,NA
2014-08-09,44.3,59,114.1,4.8,24,0,30.1,63.8,"summer",1,NA
2014-08-10,34.6,41.5,108.7,1.9,21,2.4,28.4,90.9,"summer",1,NA
2014-08-11,57.3,73.8,105.2,9.5,24,1.8,30.8,92,"summer",1,NA
2014-08-12,47.6,70.5,103.4,7.8,22,0,28.7,67.3,"summer",1,NA
2014-08-13,42.3,55.4,59.6,2.1,15,0,29.2,72.9,"summer",1,NA
2014-08-14,34.7,57,86,14.2,12,3,23.2,93.7,"summer",1,NA
2014-08-15,30.7,38.2,95.8,4.2,8,0,27.9,83.5,"summer",1,NA
2014-08-16,34.3,46.2,88.7,1.3,7,0,24.9,73.3,"summer",1,NA
2014-08-17,38,48.2,99.1,2.2,10,2,23.9,78.3,"summer",1,NA
2014-08-18,53.8,95.7,112.2,16.5,14,0,25.9,75.5,"summer",1,NA
2014-08-19,41.1,58.1,72.6,4.7,13,0,25.2,66.6,"summer",1,NA
2014-08-20,46.5,67.2,75.7,2,17,9,20.7,95.1,"summer",1,NA
2014-08-21,46.3,67.8,100.3,2.2,17,0.8,23.6,88.6,"summer",1,NA
2014-08-22,43.1,57.5,103.3,2.6,23,0,25.1,85.2,"summer",1,NA
2014-08-23,44.3,56.3,93.6,3.6,12,0,25.2,77.3,"summer",1,NA
2014-08-24,64,82.3,91.7,2.5,13,8.6,23.1,96,"summer",1,NA
2014-08-25,46.2,58.9,56,2.3,14,0,27.5,82.4,"summer",1,NA
2014-08-26,64.4,91.5,54.9,3.8,21,0,23.2,77.7,"summer",1,NA
2014-08-27,58.5,97.1,84.2,4.1,24,0,21.1,79,"summer",1,NA
2014-08-28,50.2,64.4,82.9,2.8,24,0,27.5,80.9,"summer",1,NA
2014-08-29,70.3,106.7,125.1,4,30,0,26.4,81.1,"summer",1,NA
2014-08-30,97.6,118.9,133.4,5.2,35,0,27.1,74.9,"summer",1,NA
2014-08-31,75.9,89.4,120.9,4,17,0,28.5,70,"summer",1,NA
2014-11-01,93.8,400.3,41,6,NA,0,16.3,82.4,"winter",39,Inf
2014-11-02,136.2,381.5,45.7,6.9,86,0,18.9,80.6,"winter",39,Inf
2014-11-03,93.8,235.2,15.2,5.2,68,0,19.4,81.8,"winter",39,Inf
2014-11-04,NA,NA,NA,6.4,54,1,15.7,92.1,"winter",39,Inf
2014-11-05,NA,NA,NA,6.5,25,10.4,16,96.9,"winter",39,Inf
2014-11-06,NA,NA,NA,6.2,26,3.4,14.8,98,"winter",39,Inf
2014-11-07,NA,NA,NA,7.5,NA,0,14.2,95.5,"winter",39,Inf
2014-11-08,NA,NA,NA,8.9,NA,0.2,16,88.2,"winter",39,Inf
2014-11-09,NA,NA,NA,6,NA,0,17.5,88.8,"winter",39,Inf
2014-11-10,NA,NA,NA,5.8,NA,3.4,15.7,91.9,"winter",39,Inf
2014-11-11,NA,NA,NA,6.2,NA,3,13.4,99.6,"winter",39,Inf
2014-11-12,NA,NA,NA,7.1,NA,3,14.3,99.8,"winter",39,Inf
2014-11-13,NA,NA,NA,9.1,20,5.4,14.2,99.8,"winter",39,Inf
2014-11-14,NA,NA,NA,9.1,56,3.2,16.2,96.2,"winter",39,Inf
2014-11-15,NA,NA,NA,7.3,26,0,15.8,90.2,"winter",39,Inf
2014-11-16,NA,NA,NA,NA,14,20.2,13.4,99.9,"winter",39,Inf
2014-11-17,NA,NA,NA,6.6,22,0,16.8,94.9,"winter",39,Inf
2014-11-18,NA,NA,NA,8.2,18,3.6,10.8,99.9,"winter",39,Inf
2014-11-19,NA,NA,NA,9.6,42,0.2,14.7,91.2,"winter",39,Inf
2014-11-20,120.9,493.2,11.6,8.2,58,0,13.1,90.4,"winter",39,Inf
2014-11-21,138.9,612.9,13.3,8.4,61,0,13.6,91.3,"winter",39,Inf
2014-11-22,118.5,532.5,13.8,9,76,0,10.9,84.6,"winter",39,Inf
2014-11-23,128.9,542.4,12,7.9,74,0,12.3,86.9,"winter",39,Inf
2014-11-24,124.9,509.4,12.7,10,71,0,11.3,89.1,"winter",39,Inf
2014-11-25,147.4,705.8,12.3,9.6,100,0,13.6,87.7,"winter",39,Inf
2014-11-26,70.7,169.6,21.3,7.1,40,0.4,12.4,91.3,"winter",39,Inf
2014-11-27,78.2,183.8,29.5,8.8,37,2,9.5,95.4,"winter",39,Inf
2014-11-28,81.2,295.3,11,8.9,28,2,7.8,94.9,"winter",39,Inf
2014-11-29,97.2,407,11.8,9.7,29,3,9.9,99.6,"winter",39,Inf
2014-11-30,65.1,218,10.6,8.9,27,0.8,13.9,99.6,"winter",39,Inf
2014-12-01,80.3,173.3,21.7,10.1,17,1.8,13.1,97,"winter",39,Inf
2014-12-02,68.9,183.6,25.9,9,24,4.6,15.4,99.7,"winter",39,Inf
2014-12-03,61.5,151.3,15.3,8.5,26,0.6,11.5,95.6,"winter",39,Inf
2014-12-04,69.2,210.9,20.7,8.4,21,0,10.7,86.5,"winter",39,Inf
2014-12-05,66.3,242,11.9,8.8,27,0,11,89.8,"winter",39,Inf
2014-12-06,73.8,193.1,17.1,8.7,24,0.8,11.2,94.5,"winter",39,Inf
2014-12-07,73.9,205.9,19.1,8.7,18,0.2,12.9,94.5,"winter",39,Inf
2014-12-08,69,191.6,15,8.4,32,0.2,11.1,91.9,"winter",39,Inf
2014-12-09,92.9,317.1,65,8.4,18,0,7.9,94.7,"winter",39,Inf
2014-12-10,138.9,612.5,13.6,11.1,38,1,11.6,92.5,"winter",39,Inf
2014-12-11,115.6,451,14.6,10.8,55,12.8,8.1,88.8,"winter",39,Inf
2014-12-12,133.6,572.2,15,10.5,66,0,9.2,82.6,"winter",39,Inf
2014-12-13,104.2,449.9,12.1,5.7,68,0,7.6,87,"winter",39,Inf
2014-12-14,89,301.8,11.6,6.8,66,0.2,6.7,88.9,"winter",39,Inf
2014-12-15,101.1,464.9,10.7,5.5,62,0.2,8,93.2,"winter",39,Inf
2014-12-16,104.3,375.6,11.1,6.4,26,1,8.8,98.4,"winter",39,Inf
2014-12-17,116.3,550.1,11.9,7.7,49,1.8,10.1,99.9,"winter",39,Inf
2014-12-18,148.4,722.8,13.4,7.2,56,0,9.1,97.2,"winter",39,Inf
2014-12-19,148.7,893.5,14.1,7.7,76,0,10.5,96.6,"winter",39,Inf
2014-12-20,70.6,351.4,12.1,4.6,64,0.2,11,95.7,"winter",39,Inf
2014-12-21,72.1,265.1,14,4.5,40,0,6.4,99,"winter",39,Inf
2014-12-22,92.8,383.8,14.3,4.2,43,0,6.8,98.2,"winter",39,Inf
2014-12-23,89.6,383.2,13.5,4.7,49,0,6.3,98.3,"winter",39,Inf
2014-12-24,87,405.2,12.2,5.1,40,0,5.9,97.5,"winter",39,Inf
2014-12-25,76.5,193.4,18.3,7.2,47,0,6.1,98.1,"winter",39,Inf
2014-12-26,90.7,201.2,55.9,6.5,18,0,11.3,93.8,"winter",39,Inf
2014-12-27,84.7,163,20.6,6,26,0,12.5,95.5,"winter",39,Inf
2014-12-28,76.4,182.4,22.6,6.9,44,1.6,6.5,94.9,"winter",39,Inf
2014-12-29,106.2,345,33.5,6.5,42,0,4.2,91.8,"winter",39,Inf
2014-12-30,83.9,194.2,50.4,4.4,NA,0,8.9,87.5,"winter",39,Inf
2014-12-31,65.6,145.3,31.2,2.9,41,0,5.4,69,"winter",39,Inf
2015-01-01,71.8,149.9,32.7,4,55,0,0.6,68.5,"winter",39,Inf
2015-01-02,81.3,163.7,26.9,9.1,62,0,6.4,82.3,"winter",39,Inf
2015-01-03,116,367.6,17.1,5.2,73,0,8.2,81.6,"winter",39,Inf
2015-01-04,117.3,406.9,57.8,13.9,45,0,9.6,83.7,"winter",39,Inf
2015-01-05,108.7,360.3,66,8.1,28,0,17.1,78.5,"winter",39,Inf
2015-01-06,93,327.2,42.1,5.8,48,0,11.9,48.7,"winter",39,Inf
2015-01-07,93.4,334.4,19,5.4,81,0,9.3,70.8,"winter",39,Inf
2015-01-08,96,388.9,49.6,6.3,69,0,8.7,75.3,"winter",39,Inf
2015-01-09,138.9,622,32.9,3.6,75,0,10.5,76.2,"winter",39,Inf
2015-01-10,92.9,223.5,40.6,7.2,46,0,10.2,79.1,"winter",39,Inf
2015-01-11,61.2,132.7,77.1,3.6,63,0,16.6,82.3,"winter",39,Inf
2015-01-12,168.5,620.9,77.9,4,36,0,15.6,88.5,"winter",39,Inf
2015-01-13,137.9,506.6,29,3.1,67,0,14.4,56.6,"winter",39,Inf
2015-01-14,129.5,470.5,33.3,5.9,85,0,8,62.3,"winter",39,Inf
2015-01-15,105.2,430.6,34.6,3.2,71,0,8.9,73.3,"winter",39,Inf
2015-01-16,74.6,243.5,27.7,3.4,71,0.4,6.8,88.6,"winter",39,Inf
2015-01-17,63.4,174.4,36,2.9,27,3.8,7.6,98.6,"winter",39,Inf
2015-01-18,72.5,201,36.1,NA,30,4.4,12.6,99.5,"winter",39,Inf
2015-01-19,120.1,591.6,27.8,3.6,52,0,9.5,87.2,"winter",39,Inf
2015-01-20,89.7,352.9,32.6,4.2,NA,0,6.4,87.6,"winter",39,Inf
2015-01-21,92.2,329.1,26.5,4.1,38,0,8.6,87.4,"winter",39,Inf
2015-01-22,72.1,247.6,19.8,4.3,28,2.6,5.2,99.8,"winter",39,Inf
2015-01-23,109.8,449.4,29.7,10.8,44,3,5.9,99.4,"winter",39,Inf
2015-01-24,118.7,419,36.5,10.3,54,0,12.1,96.8,"winter",39,Inf
2015-01-25,93.2,250.2,53,9.4,17,0,11.4,90,"winter",39,Inf
2015-01-26,87.5,250,43.5,5.5,26,0,13.6,67.5,"winter",39,Inf
2015-01-27,136.7,627.9,36.1,6,69,0,9.8,67.3,"winter",39,Inf
2015-01-28,127.1,435.9,30,8,55,0,6.4,77.2,"winter",39,Inf
2015-01-29,148,633.6,43.7,6.5,58,0,8.2,75.1,"winter",39,Inf
2015-01-30,106.9,270.4,34.6,8.3,34,0,4.9,82.3,"winter",39,Inf
2015-01-31,105.2,320.9,46.3,7.3,39,1.6,9.3,93.8,"winter",39,Inf
2015-02-01,89.1,193.5,49,9.6,48,0,7.1,65.4,"winter",39,Inf
2015-02-02,150.4,611,37.5,9.2,44,0,8.4,74.6,"winter",39,Inf
2015-02-03,116.5,378.5,25.8,5.1,58,0,10.7,66.4,"winter",39,Inf
2015-02-04,101.1,296.3,33.2,7.1,50,0,5.5,76.8,"winter",39,Inf
2015-02-05,79.3,167.9,45.4,4,18,0,7.7,65.8,"winter",39,Inf
2015-02-06,114.6,462.5,31,3.8,18,1.8,6.8,98.1,"winter",39,Inf
2015-02-07,74.2,109.4,47.3,2.2,22,3.2,3.4,99.9,"winter",39,Inf
2015-02-08,92.2,180.4,54.9,4.4,33,0.4,6.5,100,"winter",39,Inf
2015-02-09,118.9,411,52.6,4,NA,0,10,90.6,"winter",39,Inf
2015-02-10,125.1,361.6,28.3,4.3,89,0,7.8,82.5,"winter",39,Inf
2015-02-11,145.3,457.7,NA,7.3,105,0,11.4,75.4,"winter",39,Inf
2015-02-12,130.9,410.5,47.5,2.8,126,0,11.7,76.5,"winter",39,Inf
2015-02-13,109.2,335.4,22.5,7.2,127,0,9.7,85.1,"winter",39,Inf
2015-02-14,83.9,168.2,33.3,2.5,57,0,7.4,85.2,"winter",39,Inf
2015-02-15,82,207.5,22.7,2.7,21,2.6,5.4,96.1,"winter",39,Inf
2015-02-16,112.6,381.1,26.8,4.7,32,3.8,6,99.7,"winter",39,Inf
2015-02-17,109.1,267.7,72.6,8.4,48,0.2,10.8,92.9,"winter",39,Inf
2015-02-18,98.4,212.8,64.6,3.4,60,0,12,78.1,"winter",39,Inf
2015-02-19,108.8,279.9,61.3,9.2,77,0,11.1,78.3,"winter",39,Inf
2015-02-20,134.6,486.2,81.6,9,72,0,12,79,"winter",39,Inf
2015-02-21,71.9,114.2,61.8,4,53,0,11.6,82,"winter",39,Inf
2015-02-22,77.4,113.2,77.1,5.1,14,1.8,8.1,95.9,"winter",39,Inf
2015-02-23,137.8,540.8,24.7,6.6,40,3.8,10.8,97.8,"winter",39,Inf
2015-02-24,110.7,357.5,39.9,5.1,28,0,10.9,93.8,"winter",39,Inf
2015-02-25,108.1,286.5,63,5.1,18,1.2,10.5,88.8,"winter",39,Inf
2015-02-26,94.8,245.2,47.7,3.7,26,0,12.1,69,"winter",39,Inf
2015-02-27,92.9,257.4,30.4,5.8,49,0,11.7,69.9,"winter",39,Inf
2015-02-28,118.4,311,45.5,6.6,63,0,11.4,67.4,"winter",39,Inf
2015-05-01,49.8,67.6,84,3.6,21,2.8,20.5,96.8,"summer",1,NA
2015-05-02,51.1,73.4,82.1,4.2,16,1.8,15,93.8,"summer",1,NA
2015-05-03,47.7,63.4,62.9,3.6,26,1.6,22.3,94.8,"summer",1,NA
2015-05-04,79.8,136.9,43.3,4.9,29,0,19.3,80.9,"summer",1,NA
2015-05-05,102.5,148.7,88.1,4.4,47,0,22.7,81.1,"summer",1,NA
2015-05-06,113.4,186.4,92.8,12,53,0,23.5,82.6,"summer",1,NA
2015-05-07,73.3,127.7,100.3,5.3,36,0,25.6,81.7,"summer",1,NA
2015-05-08,110.4,158.4,102.1,5.1,31,0,25.3,77.7,"summer",1,NA
2015-05-09,88.2,110.8,82.3,5.7,18,1.6,26.4,76.8,"summer",1,NA
2015-05-10,99.5,140.3,122,5.3,15,0,27.5,75.6,"summer",1,NA
2015-05-11,124.9,179.4,125.2,4.3,27,0,27.6,45.5,"summer",1,NA
2015-05-12,147.5,208,143.3,4.6,32,0,28.3,55.8,"summer",1,NA
2015-05-13,102,167,144.7,7.3,33,0,27.1,60.9,"summer",1,NA
2015-05-14,57.4,84.1,141.2,9.2,34,0,27.5,58.4,"summer",1,NA
2015-05-15,50.8,68.9,92.8,6.6,28,0,27.8,71.6,"summer",1,NA
2015-05-16,46.9,70.8,102.4,4.7,15,7.8,21.8,94.2,"summer",1,NA
2015-05-17,55,79.7,121.4,5.1,20,3,25.1,97.4,"summer",1,NA
2015-05-18,72.1,108.8,111.1,5.7,27,0,27,71.5,"summer",1,NA
2015-05-19,67.3,103.5,115.5,6.8,25,0,27.3,65.9,"summer",1,NA
2015-05-20,85.4,131.9,71.7,6.4,12,0.6,26.1,73.1,"summer",1,NA
2015-05-21,81.5,157.3,78.6,6.6,13,2.8,21.1,94.6,"summer",1,NA
2015-05-22,67.6,116.2,73.9,6.1,12,4.8,19.2,93.3,"summer",1,NA
2015-05-23,86,124.1,85.1,6.3,13,0,19.9,76.6,"summer",1,NA
2015-05-24,49.6,76.2,101.7,6.5,9,0,19.2,80.2,"summer",1,NA
2015-05-25,98.1,177.2,97.7,8.2,18,0,22.6,78.1,"summer",1,NA
2015-05-26,112.2,203,92.6,7.5,19,1.2,25.9,70.2,"summer",1,NA
2015-05-27,86.8,179.8,106.7,2,16,9.6,23.7,91.9,"summer",1,NA
2015-05-28,72.4,100.5,123.4,3.7,19,0,23.2,85.2,"summer",1,NA
2015-05-29,68.6,114.5,129.2,6.7,23,0,23.6,68.6,"summer",1,NA
2015-05-30,43.5,62.1,117.9,3.1,21,0,24.7,66.3,"summer",1,NA
2015-05-31,46.8,62.3,114.9,3.9,24,0,24.9,75,"summer",1,NA
2015-06-01,51.9,79,127.9,3,26,0,24.7,68.2,"summer",1,NA
2015-06-02,51.4,83,123.1,3.1,20,0,26.8,76.3,"summer",1,NA
2015-06-03,93.4,168.5,113.2,3.6,30,0,29,73.1,"summer",1,NA
2015-06-04,113.8,187.5,174.6,2.5,NA,0,30.7,60,"summer",1,NA
2015-06-05,139.2,184,182.2,3.5,46,0,32.9,62,"summer",1,NA
2015-06-06,62.2,68.3,92.2,4,NA,0,32.6,56.8,"summer",1,NA
2015-06-07,NA,NA,NA,3.6,NA,0,32.5,58.8,"summer",1,NA
2015-06-08,NA,NA,NA,3.5,NA,0.2,31.8,49.9,"summer",1,NA
2015-06-09,NA,NA,NA,4.6,NA,13.4,30.4,92.2,"summer",1,NA
2015-06-10,44.9,59.4,131.1,2.4,NA,0,29,71.8,"summer",1,NA
2015-06-11,84.9,145.9,137.7,3.8,36,0.8,27.3,83.8,"summer",1,NA
2015-06-12,102.8,153.1,94.4,7.7,37,0,29.9,70.1,"summer",1,NA
2015-06-13,56.4,81.4,87.3,3.3,30,1,27,64.5,"summer",1,NA
2015-06-14,43.8,63.8,76.1,3.9,23,0.8,25.7,87.4,"summer",1,NA
2015-06-15,64.1,105,84.7,4.4,NA,11.4,22.6,96.4,"summer",1,NA
2015-06-16,90.5,145.7,67.9,4.8,22,3.4,25.8,93.4,"summer",1,NA
2015-06-17,57.6,106,113.5,3.8,NA,8.2,23.3,96.3,"summer",1,NA
2015-06-18,75.2,134.9,124,4.1,27,0,24.4,81.7,"summer",1,NA
2015-06-19,76.6,123.2,136.5,7.6,33,0,25.9,73.4,"summer",1,NA
2015-06-20,39.7,49.5,120.5,4.5,14,0,28.8,68.4,"summer",1,NA
2015-06-21,56.8,68.5,113.3,3.8,15,0,27.8,76.4,"summer",1,NA
2015-06-22,56.2,76.1,115.8,4.2,18,0,25.5,68.9,"summer",1,NA
2015-06-23,71.6,116.3,86.3,6.7,22,0.4,27,63.7,"summer",1,NA
2015-06-24,40.8,55.7,101.4,4,14,2.4,27.6,83.8,"summer",1,NA
2015-06-25,67.7,110.1,125.7,4.4,18,0,24.5,72.9,"summer",1,NA
2015-06-26,74.7,111.1,148.8,4.8,26,0,26.4,58.3,"summer",1,NA
2015-06-27,75.6,92.4,169.5,7.7,28,0,27.8,63.6,"summer",1,NA
2015-06-28,45.3,50.1,158.8,5.2,20,0,30.2,60,"summer",1,NA
2015-06-29,53.8,70.4,135.5,5.6,24,0,29.6,63.9,"summer",1,NA
2015-06-30,63.3,87.4,139.8,5.3,26,0,29.8,58.7,"summer",1,NA
2015-07-01,70.5,92.5,164.7,5.9,32,0,30.7,56.2,"summer",1,NA
2015-07-02,70.3,93.2,162.5,6,38,0,31.5,58.7,"summer",1,NA
2015-07-03,74.2,102.3,182.8,5.6,38,0,33.1,51.9,"summer",1,NA
2015-07-04,43,61.1,180.8,5.3,33,0,34.2,54.4,"summer",1,NA
2015-07-05,56.9,61.4,167.5,6.1,43,0.2,33.5,58.9,"summer",1,NA
2015-07-06,73,96.1,143,6.7,51,0,34.1,59.7,"summer",1,NA
2015-07-07,60.7,75.8,149.1,NA,48,0,35.1,56,"summer",1,NA
2015-07-08,51.3,81.2,105.5,NA,NA,0,34.5,62.3,"summer",1,NA
2015-07-09,59.3,80.5,113.9,NA,25,0,32.2,66,"summer",1,NA
2015-07-10,66,95.1,131.5,1.2,21,0,30.3,63,"summer",1,NA
2015-07-11,51.6,63.6,160.7,3.1,30,0,30.6,54.3,"summer",1,NA
2015-07-12,48.2,51.2,175.2,25.3,33,0,31.4,52.8,"summer",1,NA
2015-07-13,70.1,92.9,144,7.2,37,0,32.4,60.4,"summer",1,NA
2015-07-14,61.5,84.4,159.5,5.3,36,0,32.7,58.3,"summer",1,NA
2015-07-15,82.4,90.9,168.1,6.8,38,0,33.5,60.6,"summer",1,NA
2015-07-16,76.9,91,147.7,6,42,0,33.8,62.4,"summer",1,NA
2015-07-17,84.4,112.8,127.3,5.6,31,0,34.1,65.7,"summer",1,NA
2015-07-18,65,81.2,165.9,9.1,27,0,35.5,52.2,"summer",1,NA
2015-07-19,39.8,51,121.7,9.4,26,0,35,59,"summer",1,NA
2015-07-20,58.1,67.8,117.4,19.5,29,0,33,61.4,"summer",1,NA
2015-07-21,84.8,104.7,139.4,15.9,33,0,34.3,64.1,"summer",1,NA
2015-07-22,89.4,105.8,172.6,12,34,0,35.6,49.3,"summer",1,NA
2015-07-23,NA,NA,79.9,14.1,NA,0,36,53.2,"summer",1,NA
2015-07-24,NA,NA,NA,7.1,NA,0,35.4,55.8,"summer",1,NA
2015-07-25,NA,NA,NA,6.9,NA,0,34.1,58.2,"summer",1,NA
2015-07-26,NA,NA,NA,8.7,NA,14.8,30.5,93.9,"summer",1,NA
2015-07-27,NA,NA,NA,7.3,NA,0,30.1,60.8,"summer",1,NA
2015-07-28,NA,NA,NA,7.3,NA,0,32.1,68.9,"summer",1,NA
2015-07-29,NA,NA,NA,10.2,NA,0,30.7,68.9,"summer",1,NA
2015-07-30,NA,NA,NA,10.2,NA,0,31.3,68.4,"summer",1,NA
2015-07-31,36.8,43,98.4,5.1,NA,0,28.2,75.8,"summer",1,NA
2015-08-01,47.9,60.1,81.1,5,24,1.2,27.5,68.7,"summer",1,NA
2015-08-02,44.5,43.3,125.8,6.1,17,3.4,23.1,85.2,"summer",1,NA
2015-08-03,64,80.5,162.7,5.5,26,0,29,84.7,"summer",1,NA
2015-08-04,72.8,81.2,180.3,6,30,0,30.6,71.3,"summer",1,NA
2015-08-05,66.6,87.4,169.9,2.6,33,0,32,66.4,"summer",1,NA
2015-08-06,75.4,77.9,178.1,2.6,34,0,33.9,67.7,"summer",1,NA
2015-08-07,93.2,94.2,170.7,6,40,0,35,60.3,"summer",1,NA
2015-08-08,61.3,73.1,168.6,NA,38,0,35.3,57,"summer",1,NA
2015-08-09,29.3,28.2,129.6,NA,26,0,36.1,54.7,"summer",1,NA
2015-08-10,31.7,37.9,91.8,NA,19,0.2,34.1,70.8,"summer",1,NA
2015-08-11,85.4,87.3,140.2,NA,29,12.2,27.3,97.5,"summer",1,NA
2015-08-12,91.3,93.8,149.2,NA,36,0,32.1,79.3,"summer",1,NA
2015-08-13,101.3,113,178.7,3.6,38,0,33.6,58.5,"summer",1,NA
2015-08-14,52.4,62.4,113.4,5.2,36,0,34.6,54.9,"summer",1,NA
2015-08-15,25,25.5,79.5,3.4,20,0,29.4,65.5,"summer",1,NA
2015-08-16,26.9,26.8,86.5,3.8,10,3.6,26.5,90.5,"summer",1,NA
2015-08-17,24.3,32.5,104.3,4.8,15,1,25.6,90.2,"summer",1,NA
2015-08-18,28.1,37.8,96.2,4.4,15,0,27.9,74.7,"summer",1,NA
2015-08-19,22.8,27.3,100.1,3.1,15,1.2,27.3,76.1,"summer",1,NA
2015-08-20,39.5,49,123.5,3.9,15,0,26.7,79.1,"summer",1,NA
2015-08-21,43.4,43.9,108.1,2.8,14,0,29,76.2,"summer",1,NA
2015-08-22,31.9,31.3,124.6,3.6,19,3.2,27.1,92.4,"summer",1,NA
2015-08-23,34.1,38,85.6,3.5,20,0,28.3,65.1,"summer",1,NA
2015-08-24,36.8,47,66.2,3.9,34,1.8,22.5,80.1,"summer",1,NA
2015-08-25,24.1,39.7,94.3,4.3,34,2.4,21.8,95.6,"summer",1,NA
2015-08-26,41.8,65.6,116.3,5.1,27,0.2,26.3,93.1,"summer",1,NA
2015-08-27,53,82,127.6,6.3,28,0,28.9,80.4,"summer",1,NA
2015-08-28,69.9,79.2,143.3,8.4,32,0,30.5,76.5,"summer",1,NA
2015-08-29,90,108.6,160.4,5.7,34,0,31.3,68.9,"summer",1,NA
2015-08-30,76.7,79.7,142.3,6.7,29,0,32.7,70.4,"summer",1,NA
2015-08-31,71.5,98.2,131.9,7.4,26,0,32.9,65.9,"summer",1,NA
2015-11-01,79,279.2,57.1,9.7,39,0,19,87.6,"winter",1,Inf
2015-11-02,66.1,152.2,25.7,5.1,46,0,17.9,82.3,"winter",1,Inf
2015-11-03,105.2,510.1,6.8,7.5,68,0,18,82.7,"winter",1,Inf
2015-11-04,71.7,191.5,35,15.9,44,0,14.4,80.8,"winter",1,Inf
2015-11-05,86.5,380,33.6,13.4,57,0.6,18.1,86.3,"winter",1,Inf
2015-11-06,114,459.5,33.3,10.3,73,0,20,83.3,"winter",1,Inf
2015-11-07,131.6,659.9,28,11.1,77,0,20,82.3,"winter",1,Inf
2015-11-08,105,432.8,39.7,10.4,76,0,20.8,85.8,"winter",1,Inf
2015-11-09,87.4,295.9,42.5,8.9,45,0,22.2,84.1,"winter",1,Inf
2015-11-10,90.8,356.7,27.2,9.7,52,0,20.3,81.1,"winter",1,Inf
2015-11-11,108.7,526.8,33.1,12.6,59,0,21.6,87.1,"winter",1,Inf
2015-11-12,123.2,498.3,16.1,11.3,67,0,19,84.1,"winter",1,Inf
2015-11-13,105.2,592.8,19.2,13,93,0,18.4,85.7,"winter",1,Inf
